2,40,0.8,40,6e-07
3,40,0.8,40,6e-07
4,40,0.8,40,6e-07
5,40,0.8,40,6e-07
1,5,0.4,80,6e-07
2,5,0.4,80,6e-07
3,5,0.4,80,6e-07
4,5,0.4,80,6e-07
5,5,0.4,80,6e-07
1,20,0.4,80,6e-07
2,20,0.4,80,6e-07
3,20,0.4,80,6e-07
4,20,0.4,80,6e-07
5,20,0.4,80,6e-07
1,40,0.4,80,6e-07
2,40,0.4,80,6e-07
3,40,0.4,80,6e-07
4,40,0.4,80,6e-07
5,40,0.4,80,6e-07
1,5,0.8,80,6e-07
2,5,0.8,80,6e-07
3,5,0.8,80,6e-07
4,5,0.8,80,6e-07
5,5,0.8,80,6e-07
1,20,0.8,80,6e-07
2,20,0.8,80,6e-07
3,20,0.8,80,6e-07
4,20,0.8,80,6e-07
5,20,0.8,80,6e-07
1,40,0.8,80,6e-07
2,40,0.8,80,6e-07
3,40,0.8,80,6e-07
4,40,0.8,80,6e-07
5,40,0.8,80,6e-07
1,5,0.4,40,1.8e-06
2,5,0.4,40,1.8e-06
3,5,0.4,40,1.8e-06
4,5,0.4,40,1.8e-06
5,5,0.4,40,1.8e-06
1,20,0.4,40,1.8e-06
2,20,0.4,40,1.8e-06
3,20,0.4,40,1.8e-06
4,20,0.4,40,1.8e-06
5,20,0.4,40,1.8e-06
1,40,0.4,40,1.8e-06
2,40,0.4,40,1.8e-06
3,40,0.4,40,1.8e-06
4,40,0.4,40,1.8e-06
5,40,0.4,40,1.8e-06
1,5,0.8,40,1.8e-06
2,5,0.8,40,1.8e-06
3,5,0.8,40,1.8e-06
4,5,0.8,40,1.8e-06
5,5,0.8,40,1.8e-06
1,20,0.8,40,1.8e-06
2,20,0.8,40,1.8e-06
3,20,0.8,40,1.8e-06
4,20,0.8,40,1.8e-06
5,20,0.8,40,1.8e-06
1,40,0.8,40,1.8e-06
2,40,0.8,40,1.8e-06
3,40,0.8,40,1.8e-06
4,40,0.8,40,1.8e-06
5,40,0.8,40,1.8e-06
1,5,0.4,80,1.8e-06
2,5,0.4,80,1.8e-06
3,5,0.4,80,1.8e-06
4,5,0.4,80,1.8e-06
5,5,0.4,80,1.8e-06
1,20,0.4,80,1.8e-06
2,20,0.4,80,1.8e-06
3,20,0.4,80,1.8e-06
4,20,0.4,80,1.8e-06
5,20,0.4,80,1.8e-06
1,40,0.4,80,1.8e-06
2,40,0.4,80,1.8e-06
3,40,0.4,80,1.8e-06
4,40,0.4,80,1.8e-06
5,40,0.4,80,1.8e-06
1,5,0.8,80,1.8e-06
2,5,0.8,80,1.8e-06
3,5,0.8,80,1.8e-06
4,5,0.8,80,1.8e-06
5,5,0.8,80,1.8e-06
1,20,0.8,80,1.8e-06
2,20,0.8,80,1.8e-06
3,20,0.8,80,1.8e-06
4,20,0.8,80,1.8e-06
5,20,0.8,80,1.8e-06
1,40,0.8,80,1.8e-06
2,40,0.8,80,1.8e-06
3,40,0.8,80,1.8e-06
4,40,0.8,80,1.8e-06
5,40,0.8,80,1.8e-06
