"IntoGen_cancer_type","gene","class","event","n","class_total","prop"
"PRAD","TP53","Classic","CNA_driver",4,6,0.666666666666667
"PRAD","TP53","Classic","M",2,6,0.333333333333333
"PRAD","TRIM24","WGD","WT",14,14,1
"PRAD","TRIM24","HM","WT",8,8,1
"PRAD","TRIM24","Classic","WT",3,3,1
"PRAD","U2AF1","WGD","WT",3,3,1
"PRAD","USP44","WGD","CI_M",1,1,1
"PRAD","USP6","WGD","WT",4,4,1
"PRAD","ZBTB16","WGD","WT",10,10,1
"PRAD","ZBTB16","HM","WT",8,8,1
"PRAD","ZFHX3","WGD","CNA_driver",1,13,0.0769230769230769
"PRAD","ZFHX3","WGD","WT",12,13,0.923076923076923
"PRAD","ZFHX3","HM","WT",1,1,1
"PRAD","ZFHX3","Classic","CNA_driver",6,7,0.857142857142857
"PRAD","ZFHX3","Classic","WT",1,7,0.142857142857143
"PRAD","ZMYM2","WGD","WT",7,7,1
"PRAD","ZMYM2","HM","WT",10,10,1
"PRAD","ZNF429","WGD","WT",15,15,1
"STAD","ACVR2A","WGD","WT",2,2,1
"STAD","ACVR2A","HM","WT",1,1,1
"STAD","APC","WGD","WT",2,2,1
"STAD","ARID1A","WGD","CNA_driver",2,3,0.666666666666667
"STAD","ARID1A","WGD","WT",1,3,0.333333333333333
"STAD","ARID1B","WGD","WT",2,2,1
"STAD","ARID2","WGD","WT",3,3,1
"STAD","ARID2","HM","WT",1,1,1
"STAD","ARID2","Classic","WT",1,1,1
"STAD","ATM","WGD","WT",2,2,1
"STAD","ATM","Classic","WT",1,1,1
"STAD","ATR","WGD","WT",2,2,1
"STAD","ATR","HM","WT",1,1,1
"STAD","B2M","Classic","M",1,1,1
"STAD","BAP1","WGD","WT",1,1,1
"STAD","BAP1","Classic","WT",2,2,1
"STAD","BCL9","WGD","WT",1,1,1
"STAD","BCLAF1","WGD","WT",1,1,1
"STAD","BMPR1A","WGD","WT",1,1,1
"STAD","BMPR1A","HM","WT",1,1,1
"STAD","BRAF","WGD","WT",1,1,1
"STAD","BRAF","Classic","WT",1,1,1
"STAD","BUB1","WGD","CI_M",1,1,1
"STAD","CACNA1D","WGD","WT",1,1,1
"STAD","CACNA1D","Classic","WT",2,2,1
"STAD","CASP8","WGD","WT",1,1,1
"STAD","CASP8","HM","WT",1,1,1
"STAD","CD209","WGD","WT",2,2,1
"STAD","CDH1","WGD","WT",1,1,1
"STAD","CDH1","HM","WT",1,1,1
"STAD","CDH11","WGD","WT",1,1,1
"STAD","CDH11","HM","WT",1,1,1
"STAD","CDK12","WGD","M",1,2,0.5
"STAD","CDK12","WGD","WT",1,2,0.5
"STAD","CDKN2A","WGD","WT",1,1,1
"STAD","CDKN2A","HM","CNA_driver",1,1,1
"STAD","CDKN2A","Classic","CNA_driver",1,1,1
"STAD","CSMD3","Classic","WT",2,2,1
"STAD","CTNNB1","WGD","WT",1,1,1
"STAD","CTNNB1","Classic","M",1,2,0.5
"STAD","CTNNB1","Classic","WT",1,2,0.5
"STAD","ERBB2","WGD","CNA_driver",1,2,0.5
"STAD","ERBB2","WGD","WT",1,2,0.5
"STAD","ERBB3","WGD","WT",3,3,1
"STAD","ERBB3","Classic","WT",1,1,1
"STAD","ERBB4","WGD","WT",2,2,1
"STAD","ERBB4","HM","WT",1,1,1
"STAD","FAT3","WGD","WT",2,2,1
"STAD","FAT3","HM","WT",1,1,1
"STAD","FAT3","Classic","WT",1,1,1
"STAD","FAT4","WGD","WT",1,1,1
"STAD","FBXW7","WGD","WT",2,2,1
"STAD","GSK3B","WGD","WT",2,2,1
"STAD","IL7R","WGD","WT",2,2,1
"STAD","IL7R","HM","WT",1,1,1
"STAD","ITGAV","WGD","WT",2,2,1
"STAD","ITGAV","HM","WT",1,1,1
"STAD","KIF18A","WGD","CI_M",1,1,1
"STAD","KIT","Classic","M",1,1,1
"STAD","KMT2C","WGD","WT",1,1,1
"STAD","KMT2C","Classic","WT",1,1,1
"STAD","KMT2D","WGD","WT",3,3,1
"STAD","KMT2D","HM","WT",1,1,1
"STAD","KMT2D","Classic","WT",1,1,1
"STAD","KRAS","WGD","WT",3,3,1
"STAD","KRAS","HM","WT",1,1,1
"STAD","LRP1B","WGD","WT",2,2,1
"STAD","LRP1B","HM","WT",1,1,1
"STAD","MAP2K7","WGD","WT",2,2,1
"STAD","MET","WGD","CNA_driver",1,1,1
"STAD","NBEA","WGD","WT",1,1,1
"STAD","NBEA","HM","WT",1,1,1
"STAD","NCOA2","Classic","WT",2,2,1
"STAD","NF1","WGD","WT",2,2,1
"STAD","NIN","WGD","WT",2,2,1
"STAD","NOTCH1","WGD","M",1,1,1
"STAD","NRG1","WGD","WT",1,1,1
"STAD","NRG1","Classic","WT",3,3,1
"STAD","PBRM1","WGD","WT",1,1,1
"STAD","PBRM1","Classic","WT",2,2,1
"STAD","PDS5A","WGD","CI_M",1,1,1
"STAD","PDS5B","WGD","CI_M",3,3,1
"STAD","PIK3CA","WGD","WT",1,1,1
"STAD","PIK3CA","HM","WT",1,1,1
"STAD","PIK3R1","WGD","WT",2,2,1
"STAD","PLK1","WGD","CI_M",1,1,1
"STAD","PPP3CA","WGD","WT",1,1,1
"STAD","PREX2","Classic","WT",2,2,1
"STAD","PRKCB","WGD","WT",3,3,1
"STAD","PRKCB","HM","WT",1,1,1
"STAD","PTDSS1","WGD","M",1,1,1
"STAD","PTEN","WGD","WT",1,1,1
"STAD","PTEN","HM","WT",1,1,1
"STAD","PTPRT","WGD","WT",1,1,1
"STAD","PTPRT","HM","WT",1,1,1
"STAD","PTPRT","Classic","WT",2,2,1
"STAD","PWWP2A","WGD","WT",1,1,1
"STAD","RB1","WGD","WT",1,1,1
"STAD","RB1","HM","WT",1,1,1
"STAD","RECQL4","HM","WT",1,1,1
"STAD","RECQL4","Classic","WT",2,2,1
"STAD","RELA","WGD","M",1,2,0.5
"STAD","RELA","WGD","WT",1,2,0.5
"STAD","RELA","HM","M",1,2,0.5
"STAD","RELA","HM","WT",1,2,0.5
"STAD","RHOA","WGD","WT",1,1,1
"STAD","RHOA","Classic","WT",2,2,1
"STAD","RNF43","WGD","WT",3,3,1
"STAD","ROS1","WGD","WT",3,3,1
"STAD","SETD1B","WGD","WT",2,2,1
"STAD","SETD1B","Classic","WT",1,1,1
"STAD","SMAD4","WGD","WT",2,2,1
"STAD","SMARCA4","WGD","WT",1,1,1
"STAD","SMARCA4","HM","M",1,1,1
"STAD","STAG1","HM","CI_M",1,1,1
"STAD","TET1","WGD","WT",1,1,1
"STAD","TET1","HM","WT",1,1,1
"STAD","TGFBR2","WGD","CNA_driver",1,1,1
"STAD","TGFBR2","Classic","WT",2,2,1
"STAD","TOP2A","WGD","WT",1,1,1
"STAD","TP53","WGD","M",3,4,0.75
"STAD","TP53","WGD","WT",1,4,0.25
"STAD","TP53","HM","WT",1,1,1
"STAD","TP53","Classic","M",1,1,1
"STAD","TRIM49C","WGD","WT",2,2,1
"STAD","TRIM49C","HM","WT",1,1,1
"STAD","TRIM49C","Classic","WT",1,1,1
"STAD","TSC1","WGD","WT",4,4,1
"STAD","TSC1","Classic","M",1,2,0.5
"STAD","TSC1","Classic","WT",1,2,0.5
"STAD","TSC2","WGD","WT",2,2,1
"STAD","TSC2","HM","WT",1,1,1
"STAD","U2AF1","WGD","WT",1,1,1
"STAD","UBR5","Classic","WT",2,2,1
"STAD","USP44","WGD","CI_M",1,1,1
"STAD","ZCCHC8","WGD","WT",2,2,1
"STAD","ZCCHC8","Classic","WT",1,1,1
"STAD","ZNF814","WGD","WT",1,1,1
"UCEC","ABL2","WGD","WT",1,1,1
"UCEC","ABL2","Classic","WT",4,4,1
"UCEC","ARHGAP35","WGD","WT",2,2,1
"UCEC","ARHGAP35","Classic","WT",1,1,1
"UCEC","ATM","WGD","WT",1,1,1
"UCEC","BIRC6","WGD","WT",1,1,1
"UCEC","BUB3","Classic","CI_M",1,1,1
"UCEC","CCND1","WGD","WT",1,1,1
"UCEC","CDC73","WGD","WT",1,1,1
"UCEC","CDC73","Classic","WT",4,4,1
"UCEC","CSMD3","WGD","WT",1,1,1
"UCEC","CSMD3","Classic","WT",1,1,1
"UCEC","FAM135B","WGD","WT",1,1,1
"UCEC","FAM135B","Classic","WT",1,1,1
"UCEC","FGFR2","Classic","WT",3,3,1
"UCEC","FOXA2","WGD","WT",1,1,1
"UCEC","INPPL1","WGD","WT",1,1,1
"UCEC","KIF2C","WGD","CI_M",1,1,1
"UCEC","LSM14A","WGD","WT",1,1,1
"UCEC","LSM14A","Classic","WT",1,1,1
"UCEC","MYCN","WGD","WT",1,1,1
"UCEC","PPP2R1A","WGD","WT",2,2,1
"UCEC","PPP2R1A","Classic","WT",1,1,1
"UCEC","PTEN","Classic","WT",3,3,1
"UCEC","RBM39","WGD","WT",1,1,1
"UCEC","RRAS2","WGD","WT",1,1,1
"UCEC","SETDB1","WGD","WT",1,1,1
"UCEC","SETDB1","Classic","WT",3,3,1
"UCEC","SOS1","WGD","WT",1,1,1
"UCEC","SOX17","WGD","WT",1,1,1
"UCEC","TUBGCP2","Classic","CI_M",2,2,1
"UCEC","WAPAL","Classic","CI_M",2,2,1
"pan_cancer","ABL2","WGD","WT",10,10,1
"pan_cancer","ABL2","HM","WT",2,2,1
"pan_cancer","ABL2","Classic","WT",18,18,1
"pan_cancer","ACKR3","WGD","WT",11,11,1
"pan_cancer","ACKR3","HM","WT",1,1,1
"pan_cancer","ACKR3","Classic","WT",1,1,1
"pan_cancer","ACVR1","WGD","WT",1,1,1
"pan_cancer","ACVR1","Classic","WT",1,1,1
"pan_cancer","ACVR1B","WGD","CNA_driver",1,68,0.0147058823529412
"pan_cancer","ACVR1B","WGD","M",2,68,0.0294117647058824
"pan_cancer","ACVR1B","WGD","WT",65,68,0.955882352941177
"pan_cancer","ACVR1B","Classic","M",1,8,0.125
"pan_cancer","ACVR1B","Classic","WT",7,8,0.875
"pan_cancer","ACVR2A","WGD","M",3,82,0.0365853658536585
"pan_cancer","ACVR2A","WGD","WT",79,82,0.963414634146341
"pan_cancer","ACVR2A","HM","WT",10,10,1
"pan_cancer","ACVR2A","Classic","M",6,12,0.5
"pan_cancer","ACVR2A","Classic","WT",6,12,0.5
"pan_cancer","AFF1","WGD","WT",26,26,1
"pan_cancer","AFF1","HM","WT",1,1,1
"pan_cancer","AFF3","WGD","WT",2,2,1
"pan_cancer","AFF4","WGD","WT",23,23,1
"pan_cancer","AFF4","HM","WT",9,9,1
"pan_cancer","AFF4","Classic","WT",12,12,1
"pan_cancer","AJUBA","WGD","WT",1,1,1
"pan_cancer","AKAP9","WGD","WT",47,47,1
"pan_cancer","AKAP9","HM","WT",15,15,1
"pan_cancer","AKAP9","Classic","WT",40,40,1
"pan_cancer","AKT1","WGD","M",1,33,0.0303030303030303
"pan_cancer","AKT1","WGD","WT",32,33,0.96969696969697
"pan_cancer","AKT1","HM","WT",6,6,1
"pan_cancer","AKT1","Classic","M",1,3,0.333333333333333
"pan_cancer","AKT1","Classic","WT",2,3,0.666666666666667
"pan_cancer","ALB","WGD","M",3,3,1
"pan_cancer","ALB","HM","M",2,2,1
"pan_cancer","ALB","Classic","M",12,12,1
"pan_cancer","ALDH2","WGD","WT",12,12,1
"pan_cancer","ALDH2","Classic","WT",2,2,1
"pan_cancer","ALK","WGD","WT",50,50,1
"pan_cancer","ALK","HM","WT",4,4,1
"pan_cancer","ALK","Classic","WT",7,7,1
"pan_cancer","ALPK1","WGD","WT",40,40,1
"pan_cancer","ALPK1","Classic","WT",1,1,1
"pan_cancer","ANK1","WGD","WT",23,23,1
"pan_cancer","ANK1","HM","WT",5,5,1
"pan_cancer","ANK1","Classic","WT",2,2,1
"pan_cancer","APAF1","Classic","M",1,1,1
"pan_cancer","APC","WGD","CNA_driver",1,85,0.0117647058823529
"pan_cancer","APC","WGD","M",4,85,0.0470588235294118
"pan_cancer","APC","WGD","WT",80,85,0.941176470588235
"pan_cancer","APC","HM","CNA_driver",2,13,0.153846153846154
"pan_cancer","APC","HM","M",1,13,0.0769230769230769
"pan_cancer","APC","HM","WT",10,13,0.769230769230769
"pan_cancer","APC","Classic","CNA_driver",1,18,0.0555555555555556
"pan_cancer","APC","Classic","M",2,18,0.111111111111111
"pan_cancer","APC","Classic","WT",15,18,0.833333333333333
"pan_cancer","APOB","WGD","M",2,2,1
"pan_cancer","APOB","Classic","M",9,9,1
"pan_cancer","ARFGEF1","WGD","M",1,1,1
"pan_cancer","ARHGAP35","WGD","CNA_driver",1,45,0.0222222222222222
"pan_cancer","ARHGAP35","WGD","M",1,45,0.0222222222222222
"pan_cancer","ARHGAP35","WGD","WT",43,45,0.955555555555556
"pan_cancer","ARHGAP35","HM","WT",3,3,1
"pan_cancer","ARHGAP35","Classic","M",8,11,0.727272727272727
"pan_cancer","ARHGAP35","Classic","WT",3,11,0.272727272727273
"pan_cancer","ARHGAP5","WGD","WT",47,47,1
"pan_cancer","ARHGAP5","Classic","WT",5,5,1
"pan_cancer","ARHGEF10L","WGD","WT",5,5,1
"pan_cancer","ARHGEF12","WGD","WT",26,26,1
"pan_cancer","ARHGEF12","HM","WT",2,2,1
"pan_cancer","ARID1A","WGD","CNA_driver",30,191,0.157068062827225
"pan_cancer","ARID1A","WGD","M",12,191,0.06282722513089
"pan_cancer","ARID1A","WGD","WT",149,191,0.780104712041885
"pan_cancer","ARID1A","HM","CNA_driver",9,16,0.5625
"pan_cancer","ARID1A","HM","M",3,16,0.1875
"pan_cancer","ARID1A","HM","WT",4,16,0.25
"pan_cancer","ARID1A","Classic","CNA_driver",50,74,0.675675675675676
"pan_cancer","ARID1A","Classic","M",19,74,0.256756756756757
"pan_cancer","ARID1A","Classic","WT",5,74,0.0675675675675676
"pan_cancer","ARID1B","WGD","WT",106,106,1
"pan_cancer","ARID1B","HM","CNA_driver",1,8,0.125
"pan_cancer","ARID1B","HM","WT",7,8,0.875
"pan_cancer","ARID1B","Classic","CNA_driver",1,17,0.0588235294117647
"pan_cancer","ARID1B","Classic","M",2,17,0.117647058823529
"pan_cancer","ARID1B","Classic","WT",14,17,0.823529411764706
"pan_cancer","ARID2","WGD","M",5,153,0.0326797385620915
"pan_cancer","ARID2","WGD","WT",148,153,0.967320261437909
"pan_cancer","ARID2","HM","M",2,6,0.333333333333333
"pan_cancer","ARID2","HM","WT",4,6,0.666666666666667
"pan_cancer","ARID2","Classic","M",10,22,0.454545454545455
"pan_cancer","ARID2","Classic","WT",12,22,0.545454545454545
"pan_cancer","ARID4B","Classic","M",1,1,1
"pan_cancer","ARID5B","Classic","M",1,1,1
"pan_cancer","ARNTL","WGD","M",1,1,1
"pan_cancer","ASXL1","WGD","M",1,56,0.0178571428571429
"pan_cancer","ASXL1","WGD","WT",55,56,0.982142857142857
"pan_cancer","ASXL1","HM","WT",14,14,1
"pan_cancer","ASXL1","Classic","M",3,16,0.1875
"pan_cancer","ASXL1","Classic","WT",13,16,0.8125
"pan_cancer","ASXL2","WGD","WT",3,3,1
"pan_cancer","ATF7IP","WGD","WT",3,3,1
"pan_cancer","ATG7","WGD","WT",4,4,1
"pan_cancer","ATM","WGD","M",5,160,0.03125
"pan_cancer","ATM","WGD","WT",155,160,0.96875
"pan_cancer","ATM","HM","CNA_driver",1,20,0.05
"pan_cancer","ATM","HM","M",1,20,0.05
"pan_cancer","ATM","HM","WT",18,20,0.9
"pan_cancer","ATM","Classic","CNA_driver",5,26,0.192307692307692
"pan_cancer","ATM","Classic","M",14,26,0.538461538461538
"pan_cancer","ATM","Classic","WT",7,26,0.269230769230769
"pan_cancer","ATP1A1","WGD","WT",20,20,1
"pan_cancer","ATP1A1","Classic","WT",2,2,1
"pan_cancer","ATR","WGD","M",1,26,0.0384615384615385
"pan_cancer","ATR","WGD","WT",25,26,0.961538461538462
"pan_cancer","ATR","HM","WT",2,2,1
"pan_cancer","ATR","Classic","M",2,3,0.666666666666667
"pan_cancer","ATR","Classic","WT",1,3,0.333333333333333
"pan_cancer","ATRX","WGD","CNA_driver",1,1,1
"pan_cancer","ATRX","Classic","CNA_driver",2,2,1
"pan_cancer","AXIN1","WGD","CNA_driver",1,29,0.0344827586206897
"pan_cancer","AXIN1","WGD","M",1,29,0.0344827586206897
"pan_cancer","AXIN1","WGD","WT",27,29,0.931034482758621
"pan_cancer","AXIN1","HM","CNA_driver",1,3,0.333333333333333
"pan_cancer","AXIN1","HM","WT",2,3,0.666666666666667
"pan_cancer","AXIN1","Classic","CNA_driver",5,18,0.277777777777778
"pan_cancer","AXIN1","Classic","M",10,18,0.555555555555556
"pan_cancer","AXIN1","Classic","WT",3,18,0.166666666666667
"pan_cancer","AXIN2","Classic","M",1,1,1
"pan_cancer","B2M","WGD","CNA_driver",5,37,0.135135135135135
"pan_cancer","B2M","WGD","M",1,37,0.027027027027027
"pan_cancer","B2M","WGD","WT",31,37,0.837837837837838
"pan_cancer","B2M","HM","CNA_driver",1,4,0.25
"pan_cancer","B2M","HM","M",1,4,0.25
"pan_cancer","B2M","HM","WT",2,4,0.5
"pan_cancer","B2M","Classic","CNA_driver",3,14,0.214285714285714
"pan_cancer","B2M","Classic","M",9,14,0.642857142857143
"pan_cancer","B2M","Classic","WT",2,14,0.142857142857143
"pan_cancer","BAP1","WGD","M",3,70,0.0428571428571429
"pan_cancer","BAP1","WGD","WT",67,70,0.957142857142857
"pan_cancer","BAP1","HM","M",1,9,0.111111111111111
"pan_cancer","BAP1","HM","WT",8,9,0.888888888888889
"pan_cancer","BAP1","Classic","CNA_driver",1,17,0.0588235294117647
"pan_cancer","BAP1","Classic","M",7,17,0.411764705882353
"pan_cancer","BAP1","Classic","WT",9,17,0.529411764705882
"pan_cancer","BARD1","WGD","WT",11,11,1
"pan_cancer","BARD1","HM","WT",4,4,1
"pan_cancer","BAX","Classic","M",1,1,1
"pan_cancer","BCL11A","WGD","WT",5,5,1
"pan_cancer","BCL11A","HM","WT",2,2,1
"pan_cancer","BCL11A","Classic","WT",7,7,1
"pan_cancer","BCL2","WGD","WT",3,3,1
"pan_cancer","BCL2","HM","WT",3,3,1
"pan_cancer","BCL2","Classic","WT",13,13,1
"pan_cancer","BCL6","Classic","WT",1,1,1
"pan_cancer","BCL9","WGD","WT",1,1,1
"pan_cancer","BCL9L","WGD","WT",1,1,1
"pan_cancer","BCLAF1","WGD","WT",41,41,1
"pan_cancer","BCLAF1","HM","WT",4,4,1
"pan_cancer","BCLAF1","Classic","WT",1,1,1
"pan_cancer","BCOR","Classic","CNA_driver",1,1,1
"pan_cancer","BCR","WGD","WT",9,9,1
"pan_cancer","BCR","HM","WT",1,1,1
"pan_cancer","BIRC3","Classic","WT",2,2,1
"pan_cancer","BIRC6","WGD","WT",69,69,1
"pan_cancer","BIRC6","HM","WT",7,7,1
"pan_cancer","BIRC6","Classic","WT",12,12,1
"pan_cancer","BMP6","WGD","WT",12,12,1
"pan_cancer","BMP6","HM","WT",10,10,1
"pan_cancer","BMPR1A","WGD","WT",1,1,1
"pan_cancer","BMPR1A","HM","WT",1,1,1
"pan_cancer","BRAF","WGD","M",12,71,0.169014084507042
"pan_cancer","BRAF","WGD","WT",59,71,0.830985915492958
"pan_cancer","BRAF","HM","M",2,15,0.133333333333333
"pan_cancer","BRAF","HM","WT",13,15,0.866666666666667
"pan_cancer","BRAF","Classic","M",14,32,0.4375
"pan_cancer","BRAF","Classic","WT",18,32,0.5625
"pan_cancer","BRCA1","WGD","CNA_driver",4,46,0.0869565217391304
"pan_cancer","BRCA1","WGD","M",1,46,0.0217391304347826
"pan_cancer","BRCA1","WGD","WT",41,46,0.891304347826087
"pan_cancer","BRCA1","HM","CNA_driver",8,12,0.666666666666667
"pan_cancer","BRCA1","HM","WT",4,12,0.333333333333333
"pan_cancer","BRCA1","Classic","CNA_driver",2,9,0.222222222222222
"pan_cancer","BRCA1","Classic","WT",7,9,0.777777777777778
"pan_cancer","BRCA2","WGD","CNA_driver",2,112,0.0178571428571429
"pan_cancer","BRCA2","WGD","M",2,112,0.0178571428571429
"pan_cancer","BRCA2","WGD","WT",108,112,0.964285714285714
"pan_cancer","BRCA2","HM","CNA_driver",1,15,0.0666666666666667
"pan_cancer","BRCA2","HM","WT",14,15,0.933333333333333
"pan_cancer","BRCA2","Classic","CNA_driver",10,32,0.3125
"pan_cancer","BRCA2","Classic","M",4,32,0.125
"pan_cancer","BRCA2","Classic","WT",18,32,0.5625
"pan_cancer","BRD4","WGD","CNA_driver",8,30,0.266666666666667
"pan_cancer","BRD4","WGD","WT",22,30,0.733333333333333
"pan_cancer","BRD4","Classic","WT",1,1,1
"pan_cancer","BRD7","WGD","M",2,54,0.037037037037037
"pan_cancer","BRD7","WGD","WT",52,54,0.962962962962963
"pan_cancer","BRD7","HM","WT",1,1,1
"pan_cancer","BRD7","Classic","CNA_driver",1,5,0.2
"pan_cancer","BRD7","Classic","M",2,5,0.4
"pan_cancer","BRD7","Classic","WT",2,5,0.4
"pan_cancer","BRPF1","Classic","M",1,1,1
"pan_cancer","BTG1","WGD","M",1,6,0.166666666666667
"pan_cancer","BTG1","WGD","WT",5,6,0.833333333333333
"pan_cancer","BTG1","HM","M",2,3,0.666666666666667
"pan_cancer","BTG1","HM","WT",1,3,0.333333333333333
"pan_cancer","BTG1","Classic","M",9,23,0.391304347826087
"pan_cancer","BTG1","Classic","WT",14,23,0.608695652173913
"pan_cancer","BTG2","WGD","WT",4,4,1
"pan_cancer","BTG2","Classic","WT",13,13,1
"pan_cancer","BUB1","WGD","CI_M",22,22,1
"pan_cancer","BUB1","HM","CI_M",2,2,1
"pan_cancer","BUB1","Classic","CI_M",2,2,1
"pan_cancer","BUB1B","WGD","CI_M",37,37,1
"pan_cancer","BUB1B","HM","CI_M",1,1,1
"pan_cancer","BUB1B","Classic","CI_M",2,2,1
"pan_cancer","BUB3","WGD","CI_M",6,6,1
"pan_cancer","BUB3","Classic","CI_M",2,2,1
"pan_cancer","CACNA1D","WGD","WT",58,58,1
"pan_cancer","CACNA1D","HM","WT",4,4,1
"pan_cancer","CACNA1D","Classic","WT",9,9,1
"pan_cancer","CADM2","WGD","WT",25,25,1
"pan_cancer","CADM2","Classic","WT",2,2,1
"pan_cancer","CAMK1","WGD","M",1,1,1
"pan_cancer","CAMK1","Classic","M",2,2,1
"pan_cancer","CAMTA1","WGD","WT",21,21,1
"pan_cancer","CAMTA1","HM","WT",4,4,1
"pan_cancer","CANT1","WGD","WT",13,13,1
"pan_cancer","CANT1","HM","WT",6,6,1
"pan_cancer","CANT1","Classic","WT",1,1,1
"pan_cancer","CARD11","WGD","WT",40,40,1
"pan_cancer","CARD11","HM","WT",9,9,1
"pan_cancer","CARD11","Classic","M",10,36,0.277777777777778
"pan_cancer","CARD11","Classic","WT",26,36,0.722222222222222
"pan_cancer","CASP8","WGD","WT",25,25,1
"pan_cancer","CASP8","HM","WT",2,2,1
"pan_cancer","CASP8","Classic","M",3,9,0.333333333333333
"pan_cancer","CASP8","Classic","WT",6,9,0.666666666666667
"pan_cancer","CASZ1","WGD","WT",18,18,1
"pan_cancer","CASZ1","HM","WT",4,4,1
"pan_cancer","CBFB","WGD","WT",16,16,1
"pan_cancer","CBFB","HM","WT",1,1,1
"pan_cancer","CBFB","Classic","M",4,4,1
"pan_cancer","CBL","WGD","WT",14,14,1
"pan_cancer","CBL","HM","WT",3,3,1
"pan_cancer","CBL","Classic","WT",1,1,1
"pan_cancer","CBLB","WGD","M",2,3,0.666666666666667
"pan_cancer","CBLB","WGD","WT",1,3,0.333333333333333
"pan_cancer","CBLB","HM","M",1,1,1
"pan_cancer","CBLB","Classic","WT",1,1,1
"pan_cancer","CBLC","Classic","M",1,1,1
"pan_cancer","CCAR1","WGD","WT",6,6,1
"pan_cancer","CCND1","WGD","CNA_driver",17,18,0.944444444444444
"pan_cancer","CCND1","WGD","WT",1,18,0.0555555555555556
"pan_cancer","CCND1","HM","CNA_driver",1,1,1
"pan_cancer","CCND1","Classic","CNA_driver",11,12,0.916666666666667
"pan_cancer","CCND1","Classic","WT",1,12,0.0833333333333333
"pan_cancer","CCND2","Classic","WT",8,8,1
"pan_cancer","CCND3","WGD","WT",6,6,1
"pan_cancer","CCND3","Classic","M",2,13,0.153846153846154
"pan_cancer","CCND3","Classic","WT",11,13,0.846153846153846
"pan_cancer","CD209","WGD","WT",17,17,1
"pan_cancer","CD209","HM","WT",1,1,1
"pan_cancer","CD209","Classic","WT",1,1,1
"pan_cancer","CD58","WGD","WT",5,5,1
"pan_cancer","CD58","Classic","WT",3,3,1
"pan_cancer","CD79B","WGD","WT",5,5,1
"pan_cancer","CD79B","HM","WT",1,1,1
"pan_cancer","CD79B","Classic","WT",9,9,1
"pan_cancer","CDC20","WGD","CI_M",3,3,1
"pan_cancer","CDC27","WGD","M",1,1,1
"pan_cancer","CDC73","WGD","WT",1,1,1
"pan_cancer","CDC73","Classic","M",1,5,0.2
"pan_cancer","CDC73","Classic","WT",4,5,0.8
"pan_cancer","CDH1","WGD","M",1,35,0.0285714285714286
"pan_cancer","CDH1","WGD","WT",34,35,0.971428571428571
"pan_cancer","CDH1","HM","M",1,3,0.333333333333333
"pan_cancer","CDH1","HM","WT",2,3,0.666666666666667
"pan_cancer","CDH1","Classic","CNA_driver",3,7,0.428571428571429
"pan_cancer","CDH1","Classic","M",4,7,0.571428571428571
"pan_cancer","CDH10","WGD","WT",40,40,1
"pan_cancer","CDH10","HM","WT",1,1,1
"pan_cancer","CDH10","Classic","WT",5,5,1
"pan_cancer","CDH11","WGD","WT",45,45,1
"pan_cancer","CDH11","HM","WT",2,2,1
"pan_cancer","CDH11","Classic","WT",3,3,1
"pan_cancer","CDK12","WGD","M",5,62,0.0806451612903226
"pan_cancer","CDK12","WGD","WT",57,62,0.919354838709677
"pan_cancer","CDK12","HM","WT",3,3,1
"pan_cancer","CDK12","Classic","M",2,3,0.666666666666667
"pan_cancer","CDK12","Classic","WT",1,3,0.333333333333333
"pan_cancer","CDK4","WGD","CNA_driver",4,31,0.129032258064516
"pan_cancer","CDK4","WGD","WT",27,31,0.870967741935484
"pan_cancer","CDK4","HM","CNA_driver",1,1,1
"pan_cancer","CDK4","Classic","WT",1,1,1
"pan_cancer","CDKN1A","WGD","M",2,19,0.105263157894737
"pan_cancer","CDKN1A","WGD","WT",17,19,0.894736842105263
"pan_cancer","CDKN1A","HM","WT",7,7,1
"pan_cancer","CDKN1A","Classic","M",2,15,0.133333333333333
"pan_cancer","CDKN1A","Classic","WT",13,15,0.866666666666667
"pan_cancer","CDKN1B","WGD","CNA_driver",4,59,0.0677966101694915
"pan_cancer","CDKN1B","WGD","M",1,59,0.0169491525423729
"pan_cancer","CDKN1B","WGD","WT",54,59,0.915254237288136
"pan_cancer","CDKN1B","HM","CNA_driver",2,5,0.4
"pan_cancer","CDKN1B","HM","M",1,5,0.2
"pan_cancer","CDKN1B","HM","WT",2,5,0.4
"pan_cancer","CDKN1B","Classic","CNA_driver",5,12,0.416666666666667
"pan_cancer","CDKN1B","Classic","M",2,12,0.166666666666667
"pan_cancer","CDKN1B","Classic","WT",5,12,0.416666666666667
"pan_cancer","CDKN2A","WGD","CNA_driver",50,156,0.320512820512821
"pan_cancer","CDKN2A","WGD","M",22,156,0.141025641025641
"pan_cancer","CDKN2A","WGD","WT",84,156,0.538461538461538
"pan_cancer","CDKN2A","HM","CNA_driver",10,17,0.588235294117647
"pan_cancer","CDKN2A","HM","M",2,17,0.117647058823529
"pan_cancer","CDKN2A","HM","WT",5,17,0.294117647058824
"pan_cancer","CDKN2A","Classic","CNA_driver",73,103,0.70873786407767
"pan_cancer","CDKN2A","Classic","M",20,103,0.194174757281553
"pan_cancer","CDKN2A","Classic","WT",10,103,0.0970873786407767
"pan_cancer","CDKN2C","WGD","CNA_driver",1,2,0.5
