"IntoGen_cancer_type","gene","test_type","comparison","event","p_value","odds_ratio","ci_low","ci_high","zero_count","n_WGD","n_HM","n_Classic","n_WGDHM","p_adj_local","p_adj_global"
"OVT","PIK3CA","per_event_pairwise","WGDHM_vs_Classic","WT",1,0,0,93.4647681635631,FALSE,7,5,5,12,1,1
"OVT","PREX2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,TRUE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,TRUE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,FALSE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,TRUE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,18,4,0,22,NA,NA
"OVT","PREX2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,FALSE,18,4,0,22,NA,NA
"OVT","PTEN","global","HM_vs_WGD",NA,0.206349206349206,NA,NA,NA,FALSE,25,3,0,28,0.371428571428571,0.313569872393402
"OVT","PTEN","pairwise_all_events","HM_vs_WGD",NA,0.206349206349206,NA,NA,NA,FALSE,25,3,0,28,0.64484126984127,0.361436925647452
"OVT","PTEN","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.206349206349206,10.0000351684634,0.102146710122807,968.668728138495,FALSE,25,3,0,28,0.453968253968254,1
"OVT","PTEN","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,25,3,0,28,NA,NA
"OVT","PTEN","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,TRUE,25,3,0,28,NA,NA
"OVT","PTEN","per_event_HM_vs_rest","HM_vs_rest","WT",0.206349206349206,0.0999996483166027,0.00103234467155941,9.78984050291722,FALSE,25,3,0,28,0.453968253968254,1
"OVT","PTEN","per_event_pairwise","HM_vs_WGD","CNA_driver",0.206349206349206,10.0000351684634,0.102146710122807,968.668728138495,FALSE,25,3,0,28,0.773809523809524,0.392709595253627
"OVT","PTEN","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,25,3,0,28,NA,NA
"OVT","PTEN","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,25,3,0,28,NA,NA
"OVT","PTEN","per_event_pairwise","HM_vs_WGD","WT",0.206349206349206,0.0999996483166027,0.00103234467155941,9.78984050291722,FALSE,25,3,0,28,0.773809523809524,0.392709595253627
"OVT","RB1","global","HM_vs_WGD",NA,0.813093453273363,NA,NA,NA,FALSE,27,5,2,32,0.813093453273363,0.937022195222092
"OVT","RB1","pairwise_all_events","HM_vs_WGD",NA,0.806596701649175,NA,NA,NA,FALSE,27,5,2,32,1,0.985445603189595
"OVT","RB1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",1,0.721368467092237,0.012717745573523,9.15513689168888,FALSE,27,5,2,32,1,1
"OVT","RB1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,27,5,2,32,NA,NA
"OVT","RB1","per_event_HM_vs_rest","HM_vs_rest","M",0.511957730812013,1.94917142067113,0.0305447184107273,33.0406667482052,FALSE,27,5,2,32,0.866390005989561,1
"OVT","RB1","per_event_HM_vs_rest","HM_vs_rest","WT",1,0.885851488315066,0.0852303566154014,12.3164753684329,FALSE,27,5,2,32,1,1
"OVT","RB1","per_event_pairwise","HM_vs_WGD","CNA_driver",1,0.721368467092237,0.012717745573523,9.15513689168888,FALSE,27,5,2,32,1,1
"OVT","RB1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,27,5,2,32,NA,NA
"OVT","RB1","per_event_pairwise","HM_vs_WGD","M",0.511957730812013,1.94917142067113,0.0305447184107273,33.0406667482052,FALSE,27,5,2,32,0.986466855960139,0.71585750282485
"OVT","RB1","per_event_pairwise","HM_vs_WGD","WT",1,0.885851488315066,0.0852303566154014,12.3164753684329,FALSE,27,5,2,32,1,1
"OVT","RNF43","global","Classic_vs_HM_vs_WGD",NA,0.397301349325337,NA,NA,NA,FALSE,13,3,5,16,0.595952023988006,0.521878891062943
"OVT","RNF43","pairwise_all_events","HM_vs_Classic",NA,1,NA,NA,NA,FALSE,13,3,5,16,1,1
"OVT","RNF43","pairwise_all_events","WGD_vs_Classic",NA,0.277777777777778,NA,NA,NA,FALSE,13,3,5,16,0.694444444444444,0.432112915504864
"OVT","RNF43","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_HM_vs_rest","HM_vs_rest","M",1,0,0,233.151183970856,TRUE,13,3,5,16,1,1
"OVT","RNF43","per_event_HM_vs_rest","HM_vs_rest","WT",1,Inf,0.00428906250000001,Inf,FALSE,13,3,5,16,1,1
"OVT","RNF43","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","HM_vs_Classic","M",1,0,0,64.9350649350649,TRUE,13,3,5,16,1,1
"OVT","RNF43","per_event_pairwise","HM_vs_Classic","WT",1,Inf,0.0154,Inf,FALSE,13,3,5,16,1,1
"OVT","RNF43","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,FALSE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","WGD_vs_Classic","M",0.277777777777778,0,0,15.0000287109925,TRUE,13,3,5,16,0.822924901185771,0.467772967772968
"OVT","RNF43","per_event_pairwise","WGD_vs_Classic","WT",0.277777777777778,Inf,0.0666665390625002,Inf,FALSE,13,3,5,16,0.822924901185771,0.467772967772968
"OVT","RNF43","pairwise_all_events","WGDHM_vs_Classic",NA,0.238095238095238,NA,NA,NA,FALSE,13,3,5,16,0.661375661375661,0.393046107331822
"OVT","RNF43","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,13,3,5,16,NA,NA
"OVT","RNF43","per_event_pairwise","WGDHM_vs_Classic","M",0.238095238095238,0,0,12.1875148963991,TRUE,13,3,5,16,0.793650793650794,0.428395224879961
"OVT","RNF43","per_event_pairwise","WGDHM_vs_Classic","WT",0.238095238095238,Inf,0.082051181762695,Inf,FALSE,13,3,5,16,0.793650793650794,0.428395224879961
"OVT","STAG1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,TRUE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,FALSE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,TRUE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,TRUE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,TRUE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,FALSE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,17,3,0,20,NA,NA
"OVT","STAG1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,TRUE,17,3,0,20,NA,NA
"OVT","TP53","global","Classic_vs_HM_vs_WGD",NA,0.112443778110945,NA,NA,NA,FALSE,37,10,13,47,0.295727136431784,0.194735034717278
"OVT","TP53","pairwise_all_events","HM_vs_Classic",NA,0.0677583286278938,NA,NA,NA,FALSE,37,10,13,47,0.338791643139469,0.165808615936493
"OVT","TP53","pairwise_all_events","HM_vs_WGD",NA,0.101949025487256,NA,NA,NA,FALSE,37,10,13,47,0.424787606196902,0.216935010755492
"OVT","TP53","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,FALSE,37,10,13,47,1,1
"OVT","TP53","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.0288843089605955,9.63986614323649,0.937955994110293,134.887872162319,FALSE,37,10,13,47,0.352564102564102,1
"OVT","TP53","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,37,10,13,47,NA,NA
"OVT","TP53","per_event_HM_vs_rest","HM_vs_rest","M",0.0830418056724618,0.210791486099469,0.0282454845494631,1.74054525454625,FALSE,37,10,13,47,0.352564102564102,1
"OVT","TP53","per_event_HM_vs_rest","HM_vs_rest","WT",1,0,0,27.4981106234632,TRUE,37,10,13,47,1,1
"OVT","TP53","per_event_pairwise","HM_vs_Classic","CNA_driver",0.0677583286278939,Inf,0.58665921463211,Inf,TRUE,37,10,13,47,0.406549971767363,0.18854069983012
"OVT","TP53","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,37,10,13,47,NA,NA
"OVT","TP53","per_event_pairwise","HM_vs_Classic","M",0.0677583286278939,0,0,1.70456710652213,FALSE,37,10,13,47,0.406549971767363,0.18854069983012
"OVT","TP53","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,TRUE,37,10,13,47,NA,NA
"OVT","TP53","per_event_pairwise","HM_vs_WGD","CNA_driver",0.0573308325819997,7.05243125281644,0.680115589843268,99.3623191591766,FALSE,37,10,13,47,0.406549971767363,0.170763352790183
"OVT","TP53","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,37,10,13,47,NA,NA
"OVT","TP53","per_event_pairwise","HM_vs_WGD","M",0.154755764368091,0.292593406833606,0.0387711318992291,2.44131397863985,FALSE,37,10,13,47,0.66323899014896,0.329869579601716
"OVT","TP53","per_event_pairwise","HM_vs_WGD","WT",1,0,0,20.2674437579158,TRUE,37,10,13,47,1,1
"OVT","TP53","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.0648316778173291,Inf,TRUE,37,10,13,47,1,1
"OVT","TP53","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,37,10,13,47,NA,NA
"OVT","TP53","per_event_pairwise","WGD_vs_Classic","M",0.561398176291793,0,0,4.36938540351695,FALSE,37,10,13,47,0.986466855960139,0.756176906431813
"OVT","TP53","per_event_pairwise","WGD_vs_Classic","WT",1,Inf,0.0648316778173291,Inf,TRUE,37,10,13,47,1,1
"OVT","TP53","pairwise_all_events","WGDHM_vs_Classic",NA,0.757621189405297,NA,NA,NA,FALSE,37,10,13,47,1,0.929706238326265
"OVT","TP53","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",0.575438999310081,Inf,0.249019042794955,Inf,TRUE,37,10,13,47,0.986466855960139,0.773482276197725
"OVT","TP53","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,37,10,13,47,NA,NA
"OVT","TP53","per_event_pairwise","WGDHM_vs_Classic","M",0.328764769414282,0,0,2.48140320113352,FALSE,37,10,13,47,0.822924901185771,0.528468988851883
"OVT","TP53","per_event_pairwise","WGDHM_vs_Classic","WT",1,Inf,0.0508503344464285,Inf,TRUE,37,10,13,47,1,1
"OVT","WWTR1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,FALSE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,FALSE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,FALSE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,8,5,3,13,NA,NA
"OVT","WWTR1","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,8,5,3,13,NA,NA
"PAAD","ACVR1B","global","Classic_vs_WGD",NA,0.300849575212394,NA,NA,NA,FALSE,44,0,5,44,0.323028961709621,0.418221382582251
"PAAD","ACVR1B","pairwise_all_events","WGD_vs_Classic",NA,0.288855572213893,NA,NA,NA,FALSE,44,0,5,44,0.329161000894901,0.445877246905304
"PAAD","ACVR1B","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.00292933238636364,Inf,TRUE,44,0,5,44,1,1
"PAAD","ACVR1B","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,44,0,5,44,NA,NA
"PAAD","ACVR1B","per_event_pairwise","WGD_vs_Classic","M",0.195578231292517,0.102814345575878,0.00116972032688861,9.11499860106247,FALSE,44,0,5,44,0.270178575905205,0.379261874241222
"PAAD","ACVR1B","per_event_pairwise","WGD_vs_Classic","WT",0.281155015197569,4.95638443922058,0.0713208953760795,117.203964441961,FALSE,44,0,5,44,0.355096419149539,0.470789215990911
"PAAD","ACVR1B","pairwise_all_events","WGDHM_vs_Classic",NA,0.28135932033983,NA,NA,NA,FALSE,44,0,5,44,0.328252540396468,0.435113298369403
"PAAD","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",1,Inf,0.00292933238636364,Inf,TRUE,44,0,5,44,1,1
"PAAD","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,44,0,5,44,NA,NA
"PAAD","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","M",0.195578231292517,0.102814345575878,0.00116972032688861,9.11499860106247,FALSE,44,0,5,44,0.270178575905205,0.379261874241222
"PAAD","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","WT",0.281155015197569,4.95638443922058,0.0713208953760795,117.203964441961,FALSE,44,0,5,44,0.355096419149539,0.470789215990911
"PAAD","ACVR2A","global","Classic_vs_WGD",NA,0.183507549361208,NA,NA,NA,FALSE,38,1,4,39,0.22428700477481,0.284436701509872
"PAAD","ACVR2A","pairwise_all_events","WGD_vs_Classic",NA,0.183507549361208,NA,NA,NA,FALSE,38,1,4,39,0.230560767146133,0.334088142381893
"PAAD","ACVR2A","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,38,1,4,39,NA,NA
"PAAD","ACVR2A","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,38,1,4,39,NA,NA
"PAAD","ACVR2A","per_event_pairwise","WGD_vs_Classic","M",0.183507549361208,0.092382303984801,0.0010178158430398,8.4717248609754,FALSE,38,1,4,39,0.264071839324665,0.36272579624751
"PAAD","ACVR2A","per_event_pairwise","WGD_vs_Classic","WT",0.183507549361208,10.8245838961162,0.118039716399012,982.496005380935,FALSE,38,1,4,39,0.264071839324665,0.36272579624751
"PAAD","ACVR2A","pairwise_all_events","WGDHM_vs_Classic",NA,0.183507549361208,NA,NA,NA,FALSE,38,1,4,39,0.230560767146133,0.334088142381893
"PAAD","ACVR2A","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,38,1,4,39,NA,NA
"PAAD","ACVR2A","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,38,1,4,39,NA,NA
"PAAD","ACVR2A","per_event_pairwise","WGDHM_vs_Classic","M",0.183507549361208,0.092382303984801,0.0010178158430398,8.4717248609754,FALSE,38,1,4,39,0.264071839324665,0.36272579624751
"PAAD","ACVR2A","per_event_pairwise","WGDHM_vs_Classic","WT",0.183507549361208,10.8245838961162,0.118039716399012,982.496005380935,FALSE,38,1,4,39,0.264071839324665,0.36272579624751
"PAAD","ARHGAP5","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,45,0,5,45,NA,NA
"PAAD","ARHGAP5","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,45,0,5,45,NA,NA
"PAAD","ARID1A","global","Classic_vs_HM_vs_WGD",NA,0.000499750124937531,NA,NA,NA,FALSE,40,3,35,43,0.00274862568715642,0.00281677343146609
"PAAD","ARID1A","pairwise_all_events","HM_vs_Classic",NA,0.557221389305347,NA,NA,NA,FALSE,40,3,35,43,0.593561914694827,0.715444746762421
"PAAD","ARID1A","pairwise_all_events","HM_vs_WGD",NA,0.0409795102448776,NA,NA,NA,FALSE,40,3,35,43,0.0692412414482414,0.113649841745794
"PAAD","ARID1A","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,FALSE,40,3,35,43,0.002226159647449,0.00335316212861311
"PAAD","ARID1A","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.601188285398812,2.26224008960406,0.11323370015441,138.045314579664,FALSE,40,3,35,43,1,1
"PAAD","ARID1A","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,40,3,35,43,NA,NA
"PAAD","ARID1A","per_event_HM_vs_rest","HM_vs_rest","M",0.398496240601504,2.85541590931016,0.0452369021635183,59.3997548514008,FALSE,40,3,35,43,1,1
"PAAD","ARID1A","per_event_HM_vs_rest","HM_vs_rest","WT",0.29020979020979,0,0,4.08024391287861,TRUE,40,3,35,43,1,1
"PAAD","ARID1A","per_event_pairwise","HM_vs_Classic","CNA_driver",1,0.601763247838347,0.0277673942653192,39.2843642954004,FALSE,40,3,35,43,1,1
"PAAD","ARID1A","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,40,3,35,43,NA,NA
"PAAD","ARID1A","per_event_pairwise","HM_vs_Classic","M",0.518729255571361,1.95783962781246,0.0297010978026774,42.9525706730056,FALSE,40,3,35,43,0.588558193821352,0.721178271684272
"PAAD","ARID1A","per_event_pairwise","HM_vs_Classic","WT",1,0,0,451.795078660751,TRUE,40,3,35,43,1,1
"PAAD","ARID1A","per_event_pairwise","HM_vs_WGD","CNA_driver",0.130054290576128,7.49244331430676,0.350236567070742,484.374928174845,FALSE,40,3,35,43,0.219234375542616,0.294476827905203
"PAAD","ARID1A","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,40,3,35,43,NA,NA
"PAAD","ARID1A","per_event_pairwise","HM_vs_WGD","M",0.316424925046593,4.25876423475566,0.061133738220194,101.175315068702,FALSE,40,3,35,43,0.38735799798748,0.513728279812707
"PAAD","ARID1A","per_event_pairwise","HM_vs_WGD","WT",0.0368689733408962,0,0,1.21265535216042,TRUE,40,3,35,43,0.0763252430565921,0.122581458372723
"PAAD","ARID1A","per_event_pairwise","WGD_vs_Classic","CNA_driver",7.58454384487248e-07,0.0774938289999647,0.0210384506182585,0.251246520062442,FALSE,40,3,35,43,2.98325391231651e-05,2.5003284369961e-05
"PAAD","ARID1A","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,40,3,35,43,NA,NA
"PAAD","ARID1A","per_event_pairwise","WGD_vs_Classic","M",0.328269489819899,0.449294089024658,0.0874073102391901,1.9764980003662,FALSE,40,3,35,43,0.38735799798748,0.528109311579572
"PAAD","ARID1A","per_event_pairwise","WGD_vs_Classic","WT",4.24536468699438e-10,73.9812432040985,10.1480246303221,3266.70882876678,FALSE,40,3,35,43,5.00953033065337e-08,2.66362397296905e-08
"PAAD","ARID1A","pairwise_all_events","WGDHM_vs_Classic",NA,0.000499750124937531,NA,NA,NA,FALSE,40,3,35,43,0.002226159647449,0.00335316212861311
"PAAD","ARID1A","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",3.09141045089336e-06,0.0933566684266289,0.0269824211709835,0.28871078602537,FALSE,40,3,35,43,9.11966083013542e-05,7.51599165873449e-05
"PAAD","ARID1A","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,40,3,35,43,NA,NA
"PAAD","ARID1A","per_event_pairwise","WGDHM_vs_Classic","M",0.356469655866013,0.530721631909162,0.119468851557369,2.17551183510917,FALSE,40,3,35,43,0.409810441204798,0.560043199240222
"PAAD","ARID1A","per_event_pairwise","WGDHM_vs_Classic","WT",2.98017717379375e-09,59.9648423292077,8.40682924008954,2626.9660590276,FALSE,40,3,35,43,1.75830453253832e-07,1.61012350084135e-07
"PAAD","ARID1B","global","Classic_vs_WGD",NA,0.1,NA,NA,NA,FALSE,36,2,4,38,0.1375,0.179190751445087
"PAAD","ARID1B","pairwise_all_events","WGD_vs_Classic",NA,0.1,NA,NA,NA,FALSE,36,2,4,38,0.148484848484849,0.214987080103359
"PAAD","ARID1B","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.1,0,0,4.33333380353014,TRUE,36,2,4,38,0.171014492753623,0.241315136476427
"PAAD","ARID1B","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,36,2,4,38,NA,NA
"PAAD","ARID1B","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,36,2,4,38,NA,NA
"PAAD","ARID1B","per_event_pairwise","WGD_vs_Classic","WT",0.1,Inf,0.230769205729167,Inf,FALSE,36,2,4,38,0.171014492753623,0.241315136476427
"PAAD","ARID1B","pairwise_all_events","WGDHM_vs_Classic",NA,0.1,NA,NA,NA,FALSE,36,2,4,38,0.148484848484849,0.214987080103359
"PAAD","ARID1B","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",0.1,0,0,4.33333380353014,TRUE,36,2,4,38,0.171014492753623,0.241315136476427
"PAAD","ARID1B","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,36,2,4,38,NA,NA
"PAAD","ARID1B","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,36,2,4,38,NA,NA
"PAAD","ARID1B","per_event_pairwise","WGDHM_vs_Classic","WT",0.1,Inf,0.230769205729167,Inf,FALSE,36,2,4,38,0.171014492753623,0.241315136476427
"PAAD","ARID2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,38,0,3,38,NA,NA
"PAAD","ARID2","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,38,0,3,38,NA,NA
"PAAD","ATM","global","Classic_vs_WGD",NA,0.000999500249875062,NA,NA,NA,FALSE,45,0,8,45,0.0036648342495419,0.00484132933533233
"PAAD","ATM","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,FALSE,45,0,8,45,0.002226159647449,0.00335316212861311
"PAAD","ATM","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.0203193033381712,0,0,0.884061045005546,TRUE,45,0,8,45,0.0444014406278557,0.0761484489262872
"PAAD","ATM","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,45,0,8,45,NA,NA
