"IntoGen_cancer_type","gene","test_type","comparison","event","p_value","odds_ratio","ci_low","ci_high","zero_count","n_WGD","n_HM","n_Classic","n_WGDHM","p_adj_local","p_adj_global"
"BRCA","ABL2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,9,2,14,11,NA,NA
"BRCA","ABL2","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,9,2,14,11,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,20,0,3,20,NA,NA
"BRCA","ACVR1B","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,20,0,3,20,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,15,1,6,16,NA,NA
"BRCA","AKAP9","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,15,1,6,16,NA,NA
"BRCA","ARHGAP35","global","Classic_vs_WGD",NA,0.142857142857143,NA,NA,NA,FALSE,18,0,3,18,0.294745484400657,0.233199189878745
"BRCA","ARHGAP35","pairwise_all_events","WGD_vs_Classic",NA,0.142857142857143,NA,NA,NA,FALSE,18,0,3,18,0.316770186335404,0.279007377598927
"BRCA","ARHGAP35","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,18,0,3,18,NA,NA
"BRCA","ARHGAP35","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,18,0,3,18,NA,NA
"BRCA","ARHGAP35","per_event_pairwise","WGD_vs_Classic","M",0.142857142857143,0,0,6.50000192016658,TRUE,18,0,3,18,0.318877551020408,0.309417753738467
"BRCA","ARHGAP35","per_event_pairwise","WGD_vs_Classic","WT",0.142857142857143,Inf,0.153846108398438,Inf,FALSE,18,0,3,18,0.318877551020408,0.309417753738467
"BRCA","ARHGAP35","pairwise_all_events","WGDHM_vs_Classic",NA,0.142857142857143,NA,NA,NA,FALSE,18,0,3,18,0.316770186335404,0.279007377598927
"BRCA","ARHGAP35","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,18,0,3,18,NA,NA
"BRCA","ARHGAP35","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,18,0,3,18,NA,NA
"BRCA","ARHGAP35","per_event_pairwise","WGDHM_vs_Classic","M",0.142857142857143,0,0,6.50000192016658,TRUE,18,0,3,18,0.318877551020408,0.309417753738467
"BRCA","ARHGAP35","per_event_pairwise","WGDHM_vs_Classic","WT",0.142857142857143,Inf,0.153846108398438,Inf,FALSE,18,0,3,18,0.318877551020408,0.309417753738467
"BRCA","ARID1A","global","Classic_vs_WGD",NA,0.00149925037481259,NA,NA,NA,FALSE,21,2,8,23,0.00689655172413793,0.00619690154922539
"BRCA","ARID1A","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,FALSE,21,2,8,23,0.00509745127436282,0.00335316212861311
"BRCA","ARID1A","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.00142236574020682,0.0395451247728252,0.000713649287139776,0.43035362534022,FALSE,21,2,8,23,0.0126996941089895,0.00981013682442688
"BRCA","ARID1A","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,21,2,8,23,NA,NA
"BRCA","ARID1A","per_event_pairwise","WGD_vs_Classic","M",1,Inf,0.00978348214285715,Inf,TRUE,21,2,8,23,1,1
"BRCA","ARID1A","per_event_pairwise","WGD_vs_Classic","WT",0.00325222004382425,19.6148503499694,1.86196607388919,1062.19984736012,FALSE,21,2,8,23,0.0219966417470382,0.0190328537903299
"BRCA","ARID1A","pairwise_all_events","WGDHM_vs_Classic",NA,0.00149925037481259,NA,NA,NA,FALSE,21,2,8,23,0.00764617691154423,0.00784513403675521
"BRCA","ARID1A","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",0.00142236574020682,0.0395451247728252,0.000713649287139776,0.43035362534022,FALSE,21,2,8,23,0.0126996941089895,0.00981013682442688
"BRCA","ARID1A","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,21,2,8,23,NA,NA
"BRCA","ARID1A","per_event_pairwise","WGDHM_vs_Classic","M",1,Inf,0.00978348214285715,Inf,TRUE,21,2,8,23,1,1
"BRCA","ARID1A","per_event_pairwise","WGDHM_vs_Classic","WT",0.00325222004382425,19.6148503499694,1.86196607388919,1062.19984736012,FALSE,21,2,8,23,0.0219966417470382,0.0190328537903299
"BRCA","ASXL1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,17,0,4,17,NA,NA
"BRCA","ASXL1","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,17,0,4,17,NA,NA
"BRCA","BRAF","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,14,0,6,14,NA,NA
"BRCA","BRAF","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,14,0,6,14,NA,NA
"BRCA","BRCA1","global","Classic_vs_HM_vs_WGD",NA,0.0739630184907546,NA,NA,NA,FALSE,12,3,4,15,0.189016602809706,0.144271614192904
"BRCA","BRCA1","pairwise_all_events","HM_vs_Classic",NA,0.142857142857143,NA,NA,NA,FALSE,12,3,4,15,0.316770186335404,0.279007377598927
"BRCA","BRCA1","pairwise_all_events","HM_vs_WGD",NA,0.0813186813186813,NA,NA,NA,FALSE,12,3,4,15,0.23040293040293,0.188460007958615
"BRCA","BRCA1","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,FALSE,12,3,4,15,1,1
"BRCA","BRCA1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.0505675954592363,20.3823742927511,0.646393988682212,1840.77267018958,FALSE,12,3,4,15,0.202270381836945,1
"BRCA","BRCA1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_HM_vs_rest","HM_vs_rest","WT",0.0505675954592363,0.0490619976670553,0.000543250134139069,1.54704408999637,FALSE,12,3,4,15,0.202270381836945,1
"BRCA","BRCA1","per_event_pairwise","HM_vs_Classic","CNA_driver",0.142857142857143,Inf,0.283457522659101,Inf,TRUE,12,3,4,15,0.318877551020408,0.309417753738467
"BRCA","BRCA1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","HM_vs_Classic","WT",0.142857142857143,0,0,3.52786544741889,FALSE,12,3,4,15,0.318877551020408,0.309417753738467
"BRCA","BRCA1","per_event_pairwise","HM_vs_WGD","CNA_driver",0.0813186813186813,15.07288934159,0.469006633743863,1387.69251544943,FALSE,12,3,4,15,0.254120879120879,0.211733380408079
"BRCA","BRCA1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","HM_vs_WGD","WT",0.0813186813186813,0.0663442806045647,0.000720620734684981,2.13216600374596,FALSE,12,3,4,15,0.254120879120879,0.211733380408079
"BRCA","BRCA1","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.00856250000000001,Inf,TRUE,12,3,4,15,1,1
"BRCA","BRCA1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","WGD_vs_Classic","WT",1,0,0,116.788321167883,FALSE,12,3,4,15,1,1
"BRCA","BRCA1","pairwise_all_events","WGDHM_vs_Classic",NA,1,NA,NA,NA,FALSE,12,3,4,15,1,1
"BRCA","BRCA1","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",1,Inf,0.0984446530830015,Inf,TRUE,12,3,4,15,1,1
"BRCA","BRCA1","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,12,3,4,15,NA,NA
"BRCA","BRCA1","per_event_pairwise","WGDHM_vs_Classic","WT",1,0,0,10.1579920156443,FALSE,12,3,4,15,1,1
"BRCA","BRCA2","global","Classic_vs_WGD",NA,0.226386806596702,NA,NA,NA,FALSE,13,0,5,13,0.325431034482759,0.337403413677776
"BRCA","BRCA2","pairwise_all_events","WGD_vs_Classic",NA,0.239380309845077,NA,NA,NA,FALSE,13,0,5,13,0.381512368815592,0.393605568757123
"BRCA","BRCA2","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.0987394957983193,0.141557989875785,0.0067980870078909,2.04110548798444,FALSE,13,0,5,13,0.293867547018807,0.23946174479767
"BRCA","BRCA2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,13,0,5,13,NA,NA
"BRCA","BRCA2","per_event_pairwise","WGD_vs_Classic","M",1,Inf,0.00987740384615386,Inf,TRUE,13,0,5,13,1,1
"BRCA","BRCA2","per_event_pairwise","WGD_vs_Classic","WT",0.268207282913165,4.49956740577819,0.344640474448175,80.1585164571928,FALSE,13,0,5,13,0.47219592062177,0.457198216709997
"BRCA","BRCA2","pairwise_all_events","WGDHM_vs_Classic",NA,0.239380309845077,NA,NA,NA,FALSE,13,0,5,13,0.381512368815592,0.393605568757123
"BRCA","BRCA2","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",0.0987394957983193,0.141557989875785,0.0067980870078909,2.04110548798444,FALSE,13,0,5,13,0.293867547018807,0.23946174479767
"BRCA","BRCA2","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,13,0,5,13,NA,NA
"BRCA","BRCA2","per_event_pairwise","WGDHM_vs_Classic","M",1,Inf,0.00987740384615386,Inf,TRUE,13,0,5,13,1,1
"BRCA","BRCA2","per_event_pairwise","WGDHM_vs_Classic","WT",0.268207282913165,4.49956740577819,0.344640474448175,80.1585164571928,FALSE,13,0,5,13,0.47219592062177,0.457198216709997
"BRCA","CBFB","global","Classic_vs_WGD",NA,0.00020639834881321,NA,NA,NA,FALSE,16,1,4,17,0.00383141762452107,0.00281677343146609
"BRCA","CBFB","pairwise_all_events","WGD_vs_Classic",NA,0.00020639834881321,NA,NA,NA,FALSE,16,1,4,17,0.00509745127436282,0.00335316212861311
"BRCA","CBFB","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,16,1,4,17,NA,NA
"BRCA","CBFB","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,16,1,4,17,NA,NA
"BRCA","CBFB","per_event_pairwise","WGD_vs_Classic","M",0.00020639834881321,0,0,0.159918184229086,TRUE,16,1,4,17,0.0042999656002752,0.00215346380649153
"BRCA","CBFB","per_event_pairwise","WGD_vs_Classic","WT",0.00020639834881321,Inf,6.25319756362092,Inf,TRUE,16,1,4,17,0.0042999656002752,0.00215346380649153
"BRCA","CBFB","pairwise_all_events","WGDHM_vs_Classic",NA,0.00020639834881321,NA,NA,NA,FALSE,16,1,4,17,0.00509745127436282,0.00335316212861311
"BRCA","CBFB","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,16,1,4,17,NA,NA
"BRCA","CBFB","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,16,1,4,17,NA,NA
"BRCA","CBFB","per_event_pairwise","WGDHM_vs_Classic","M",0.00020639834881321,0,0,0.159918184229086,TRUE,16,1,4,17,0.0042999656002752,0.00215346380649153
"BRCA","CBFB","per_event_pairwise","WGDHM_vs_Classic","WT",0.00020639834881321,Inf,6.25319756362092,Inf,TRUE,16,1,4,17,0.0042999656002752,0.00215346380649153
"BRCA","CCND1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,FALSE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,TRUE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,FALSE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,8,0,6,8,NA,NA
"BRCA","CCND1","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,TRUE,8,0,6,8,NA,NA
"BRCA","CDH1","global","Classic_vs_WGD",NA,0.000499750124937531,NA,NA,NA,FALSE,16,1,6,17,0.00383141762452107,0.00281677343146609
"BRCA","CDH1","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,FALSE,16,1,6,17,0.00509745127436282,0.00335316212861311
"BRCA","CDH1","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.064935064935065,0,0,1.84388419355907,TRUE,16,1,6,17,0.213602187286398,0.183352187028658
"BRCA","CDH1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,16,1,6,17,NA,NA
"BRCA","CDH1","per_event_pairwise","WGD_vs_Classic","M",0.00205058099794942,0,0,0.37463152869489,TRUE,16,1,6,17,0.0160201640464798,0.0133390636823131
"BRCA","CDH1","per_event_pairwise","WGD_vs_Classic","WT",1.34024901826759e-05,Inf,10.3235806161485,Inf,TRUE,16,1,6,17,0.000837655636417245,0.00024592305099344
"BRCA","CDH1","pairwise_all_events","WGDHM_vs_Classic",NA,0.000499750124937531,NA,NA,NA,FALSE,16,1,6,17,0.00509745127436282,0.00335316212861311
"BRCA","CDH1","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",0.064935064935065,0,0,1.84388419355907,TRUE,16,1,6,17,0.213602187286398,0.183352187028658
"BRCA","CDH1","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,16,1,6,17,NA,NA
"BRCA","CDH1","per_event_pairwise","WGDHM_vs_Classic","M",0.00205058099794942,0,0,0.37463152869489,TRUE,16,1,6,17,0.0160201640464798,0.0133390636823131
"BRCA","CDH1","per_event_pairwise","WGDHM_vs_Classic","WT",1.34024901826759e-05,Inf,10.3235806161485,Inf,TRUE,16,1,6,17,0.000837655636417245,0.00024592305099344
"BRCA","CDKN1B","global","Classic_vs_WGD",NA,1,NA,NA,NA,FALSE,15,0,4,15,1,1
"BRCA","CDKN1B","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,FALSE,15,0,4,15,1,1
"BRCA","CDKN1B","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,Inf,0.0462964580001917,Inf,TRUE,15,0,4,15,1,1
"BRCA","CDKN1B","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,15,0,4,15,NA,NA
"BRCA","CDKN1B","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,15,0,4,15,NA,NA
"BRCA","CDKN1B","per_event_pairwise","WGD_vs_Classic","WT",1,0,0,21.599924555694,FALSE,15,0,4,15,1,1
"BRCA","CDKN1B","pairwise_all_events","WGDHM_vs_Classic",NA,1,NA,NA,NA,FALSE,15,0,4,15,1,1
"BRCA","CDKN1B","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",1,Inf,0.0462964580001917,Inf,TRUE,15,0,4,15,1,1
"BRCA","CDKN1B","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,15,0,4,15,NA,NA
"BRCA","CDKN1B","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,15,0,4,15,NA,NA
"BRCA","CDKN1B","per_event_pairwise","WGDHM_vs_Classic","WT",1,0,0,21.599924555694,FALSE,15,0,4,15,1,1
"BRCA","CLTC","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,FALSE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,FALSE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,FALSE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,6,3,7,9,NA,NA
"BRCA","CLTC","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,6,3,7,9,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,17,1,9,18,NA,NA
"BRCA","CREBBP","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,17,1,9,18,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,5,1,13,6,NA,NA
"BRCA","CSMD3","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,5,1,13,6,NA,NA
"BRCA","CUX1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,12,1,6,13,NA,NA
"BRCA","CUX1","per_event_pairwise","WGDHM_vs_Classic","WT",NA,NA,NA,NA,FALSE,12,1,6,13,NA,NA
"BRCA","EGFR","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,17,0,6,17,NA,NA
"BRCA","EGFR","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,17,0,6,17,NA,NA
"BRCA","EGFR","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,TRUE,17,0,6,17,NA,NA
"BRCA","EGFR","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,FALSE,17,0,6,17,NA,NA
"BRCA","EGFR","per_event_pairwise","WGDHM_vs_Classic","CNA_driver",NA,NA,NA,NA,TRUE,17,0,6,17,NA,NA
"BRCA","EGFR","per_event_pairwise","WGDHM_vs_Classic","CI_M",NA,NA,NA,NA,TRUE,17,0,6,17,NA,NA
"BRCA","EGFR","per_event_pairwise","WGDHM_vs_Classic","M",NA,NA,NA,NA,TRUE,17,0,6,17,NA,NA
