"IntoGen_cancer_type","gene","test_type","comparison","event","p_value","odds_ratio","ci_low","ci_high","n_WGD","n_HM","n_Classic","p_adj_local","p_adj_global"
"pan_cancer","PRKD1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,24,4,2,NA,NA
"pan_cancer","PRKD1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,24,4,2,NA,NA
"pan_cancer","PTCH1","global","Classic_vs_HM_vs_WGD",NA,0.000499750124937531,NA,NA,NA,28,3,8,0.00165301964402414,0.00281677343146609
"pan_cancer","PTCH1","pairwise_all_events","HM_vs_Classic",NA,0.251374312843578,NA,NA,NA,28,3,8,0.429819041096736,0.439088897109887
"pan_cancer","PTCH1","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,28,3,8,0.00276861569215392,0.00407372071539988
"pan_cancer","PTCH1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",1,0,0,464.609800362977,28,3,8,1,1
"pan_cancer","PTCH1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_HM_vs_rest","HM_vs_rest","M",1,0,0,18.5715605907591,28,3,8,1,1
"pan_cancer","PTCH1","per_event_HM_vs_rest","HM_vs_rest","WT",1,Inf,0.0686883441326383,Inf,28,3,8,1,1
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_Classic","CNA_driver",1,0,0,103.832893936321,28,3,8,1,1
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_Classic","M",0.181818181818182,0,0,2.60616449477613,28,3,8,0.391654247391953,0.404827031375704
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_Classic","WT",0.0606060606060606,Inf,0.608439757504852,Inf,28,3,8,0.184343434343434,0.208883354088834
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.222222222222222,0,0,11.1428683376912,28,3,8,0.442424242424242,0.454561878952123
"pan_cancer","PTCH1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,28,3,8,NA,NA
"pan_cancer","PTCH1","per_event_pairwise","WGD_vs_Classic","M",0.000148544266191325,0,0,0.196976379791712,28,3,8,0.001301247771836,0.00203118137900746
"pan_cancer","PTCH1","per_event_pairwise","WGD_vs_Classic","WT",1.43752515669024e-05,Inf,8.12350857341863,Inf,28,3,8,0.000196761255821977,0.000328801208566605
"pan_cancer","PTEN","global","Classic_vs_HM_vs_WGD",NA,0.000499750124937531,NA,NA,NA,139,15,41,0.00165301964402414,0.00281677343146609
"pan_cancer","PTEN","pairwise_all_events","HM_vs_Classic",NA,0.0079960019990005,NA,NA,NA,139,15,41,0.0330580978167633,0.0387553970762367
"pan_cancer","PTEN","pairwise_all_events","HM_vs_WGD",NA,0.0634682658670665,NA,NA,NA,139,15,41,0.16129091417594,0.182598540302042
"pan_cancer","PTEN","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,139,15,41,0.00276861569215392,0.00407372071539988
"pan_cancer","PTEN","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.471940004709999,1.47743070320589,0.250696979323537,6.01254634215751,139,15,41,1,1
"pan_cancer","PTEN","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,139,15,41,NA,NA
"pan_cancer","PTEN","per_event_HM_vs_rest","HM_vs_rest","M",1,0.786606551393734,0.0174346558636859,5.91491465487105,139,15,41,1,1
"pan_cancer","PTEN","per_event_HM_vs_rest","HM_vs_rest","WT",0.752015437935256,0.812051438294706,0.225058758899904,3.68343529945324,139,15,41,1,1
"pan_cancer","PTEN","per_event_pairwise","HM_vs_Classic","CNA_driver",0.128216479065948,0.325593344463963,0.0512724935974368,1.46553459482434,139,15,41,0.307438783745721,0.331885454043132
"pan_cancer","PTEN","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,139,15,41,NA,NA
"pan_cancer","PTEN","per_event_pairwise","HM_vs_Classic","M",0.149699319079523,0.176778450084006,0.00377790449525348,1.42972947990065,139,15,41,0.346199233558333,0.36542284167136
"pan_cancer","PTEN","per_event_pairwise","HM_vs_Classic","WT",0.00426709569958937,7.18972029929891,1.69334454646842,37.8051154142434,139,15,41,0.0237583209714425,0.029494540604854
"pan_cancer","PTEN","per_event_pairwise","HM_vs_WGD","CNA_driver",0.0768254508192781,4.03556700567777,0.610635395841508,19.9597027492195,139,15,41,0.208571575158123,0.238633128717659
"pan_cancer","PTEN","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,139,15,41,NA,NA
"pan_cancer","PTEN","per_event_pairwise","HM_vs_WGD","M",0.33912294281761,3.20050070720797,0.0576090696629774,43.0626470124141,139,15,41,0.558405447195914,0.582014545790659
"pan_cancer","PTEN","per_event_pairwise","HM_vs_WGD","WT",0.0421249561440142,0.239747630955538,0.0571961342630317,1.20271675114633,139,15,41,0.138380480933087,0.161564618381615
"pan_cancer","PTEN","per_event_pairwise","WGD_vs_Classic","CNA_driver",3.80369894602812e-08,0.0797409724994098,0.0266258153500679,0.218886948820359,139,15,41,1.19001438454308e-06,2.17502421550153e-06
"pan_cancer","PTEN","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,139,15,41,NA,NA
"pan_cancer","PTEN","per_event_pairwise","WGD_vs_Classic","M",1.28281337858392e-06,0.0546124723432908,0.00928579590817774,0.219164918443069,139,15,41,2.47884820508717e-05,4.36156548718534e-05
"pan_cancer","PTEN","per_event_pairwise","WGD_vs_Classic","WT",3.25819339244731e-16,30.6142500153263,11.5367131572599,89.0376742264592,139,15,41,3.05804722691126e-14,5.85543898242673e-14
"pan_cancer","PTPN3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,46,0,5,NA,NA
"pan_cancer","PTPN3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,46,0,5,NA,NA
"pan_cancer","PTPN3","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,46,0,5,NA,NA
"pan_cancer","PTPN3","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,46,0,5,NA,NA
"pan_cancer","PTPRB","global","Classic_vs_WGD",NA,0.0612244897959184,NA,NA,NA,46,1,3,0.0987244897959184,0.126530612244898
"pan_cancer","PTPRB","pairwise_all_events","WGD_vs_Classic",NA,0.0612244897959184,NA,NA,NA,46,1,3,0.159992298806315,0.179015084294587
"pan_cancer","PTPRB","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,46,1,3,NA,NA
"pan_cancer","PTPRB","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,46,1,3,NA,NA
"pan_cancer","PTPRB","per_event_pairwise","WGD_vs_Classic","M",0.0612244897959184,0,0,2.54347832004332,46,1,3,0.184516008238158,0.209661609629274
"pan_cancer","PTPRB","per_event_pairwise","WGD_vs_Classic","WT",0.0612244897959183,Inf,0.39316238401551,Inf,46,1,3,0.184516008238158,0.209661609629274
"pan_cancer","PTPRC","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRC","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,24,6,55,NA,NA
"pan_cancer","PTPRD","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRD","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,98,8,12,NA,NA
"pan_cancer","PTPRT","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","PTPRT","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,100,18,30,NA,NA
"pan_cancer","RAC1","global","Classic_vs_WGD",NA,1,NA,NA,NA,10,2,5,1,1
"pan_cancer","RAC1","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,10,2,5,1,1
"pan_cancer","RAC1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,10,2,5,NA,NA
"pan_cancer","RAC1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,10,2,5,NA,NA
"pan_cancer","RAC1","per_event_pairwise","WGD_vs_Classic","M",1,0.471396296580084,0.00511429902295101,43.532743413644,10,2,5,1,1
"pan_cancer","RAC1","per_event_pairwise","WGD_vs_Classic","WT",1,2.12135735315458,0.0229712148048675,195.53021743789,10,2,5,1,1
"pan_cancer","RANBP2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RANBP2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,33,5,2,NA,NA
"pan_cancer","RB1","global","Classic_vs_HM_vs_WGD",NA,0.000499750124937531,NA,NA,NA,124,17,27,0.00165301964402414,0.00281677343146609
"pan_cancer","RB1","pairwise_all_events","HM_vs_Classic",NA,0.0109945027486257,NA,NA,NA,124,17,27,0.0417188665941002,0.0484839547439395
"pan_cancer","RB1","pairwise_all_events","HM_vs_WGD",NA,0.672663668165917,NA,NA,NA,124,17,27,0.839714296236035,0.857974889089663
"pan_cancer","RB1","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,124,17,27,0.00276861569215392,0.00407372071539988
"pan_cancer","RB1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.762504651842797,1.14325933676996,0.254226351628379,4.041823923118,124,17,27,1,1
"pan_cancer","RB1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,124,17,27,NA,NA
"pan_cancer","RB1","per_event_HM_vs_rest","HM_vs_rest","M",0.698179214996864,0.494305925118157,0.0111069300868495,3.60492793919959,124,17,27,1,1
"pan_cancer","RB1","per_event_HM_vs_rest","HM_vs_rest","WT",1,1.15200981533506,0.352994292615776,4.41190274657036,124,17,27,1,1
"pan_cancer","RB1","per_event_pairwise","HM_vs_Classic","CNA_driver",0.114307906982316,0.294092848150067,0.055183136668076,1.28217273439994,124,17,27,0.281274512686823,0.306231742940604
"pan_cancer","RB1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,124,17,27,NA,NA
"pan_cancer","RB1","per_event_pairwise","HM_vs_Classic","M",0.220398298897866,0.225177490894989,0.00448598992736482,2.15252475359326,124,17,27,0.440126694151666,0.453782422280713
"pan_cancer","RB1","per_event_pairwise","HM_vs_Classic","WT",0.00531376369848184,6.51459346374295,1.49552161770702,33.3849434683076,124,17,27,0.0288524194206824,0.0353688610195246
"pan_cancer","RB1","per_event_pairwise","HM_vs_WGD","CNA_driver",0.306080759632126,1.80303715058751,0.385371082307934,6.75486817206775,124,17,27,0.521239783161563,0.543855361041264
"pan_cancer","RB1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,124,17,27,NA,NA
"pan_cancer","RB1","per_event_pairwise","HM_vs_WGD","M",1,0.643799333783352,0.0140533930376705,5.01425726684766,124,17,27,1,1
"pan_cancer","RB1","per_event_pairwise","HM_vs_WGD","WT",0.557500877901911,0.734348659643702,0.21753444820282,2.8860812016012,124,17,27,0.767888849245492,0.782751668520579
"pan_cancer","RB1","per_event_pairwise","WGD_vs_Classic","CNA_driver",8.15235657266063e-05,0.160366802805274,0.0581095742970862,0.432661501670345,124,17,27,0.000824015118190466,0.00128195807105088
"pan_cancer","RB1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,124,17,27,NA,NA
"pan_cancer","RB1","per_event_pairwise","WGD_vs_Classic","M",0.0844744765056384,0.34382184972862,0.102389749154759,1.25983348561388,124,17,27,0.220071012259664,0.250258613829872
"pan_cancer","RB1","per_event_pairwise","WGD_vs_Classic","WT",1.10101352546269e-06,9.18983472817289,3.33044024346159,28.4416825816581,124,17,27,2.19201783705753e-05,3.84743059731128e-05
"pan_cancer","RBFOX1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RBFOX1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,13,4,0,NA,NA
"pan_cancer","RGPD3","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGPD3","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,55,4,3,NA,NA
"pan_cancer","RGS7","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,27,1,20,NA,NA
"pan_cancer","RGS7","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,27,1,20,NA,NA
"pan_cancer","RGS7","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,27,1,20,NA,NA
"pan_cancer","RGS7","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,27,1,20,NA,NA
"pan_cancer","RHOA","global","Classic_vs_WGD",NA,0.0121457489878542,NA,NA,NA,30,1,10,0.0261133603238866,0.0342289289657711
"pan_cancer","RHOA","pairwise_all_events","WGD_vs_Classic",NA,0.0121457489878542,NA,NA,NA,30,1,10,0.0431329803799439,0.051452070515477
"pan_cancer","RHOA","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,30,1,10,NA,NA
"pan_cancer","RHOA","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,30,1,10,NA,NA
"pan_cancer","RHOA","per_event_pairwise","WGD_vs_Classic","M",0.0121457489878543,0,0,0.7154953850574,30,1,10,0.055414979757085,0.0650185201137049
"pan_cancer","RHOA","per_event_pairwise","WGD_vs_Classic","WT",0.0121457489878542,Inf,1.39763305380338,Inf,30,1,10,0.055414979757085,0.0650185201137049
"pan_cancer","RNF213","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF213","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,44,10,11,NA,NA
"pan_cancer","RNF43","global","Classic_vs_HM_vs_WGD",NA,0.000999500249875062,NA,NA,NA,93,14,20,0.0027433091964656,0.0044905083690039
"pan_cancer","RNF43","pairwise_all_events","HM_vs_Classic",NA,0.088455772113943,NA,NA,NA,93,14,20,0.199205275411075,0.225541257807115
"pan_cancer","RNF43","pairwise_all_events","HM_vs_WGD",NA,1,NA,NA,NA,93,14,20,1,1
"pan_cancer","RNF43","pairwise_all_events","WGD_vs_Classic",NA,0.000499750124937531,NA,NA,NA,93,14,20,0.00276861569215392,0.00407372071539988
"pan_cancer","RNF43","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",1,0,0,313.249880885347,93,14,20,1,1
"pan_cancer","RNF43","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,93,14,20,NA,NA
"pan_cancer","RNF43","per_event_HM_vs_rest","HM_vs_rest","M",1,0,0,7.2106190967683,93,14,20,1,1
"pan_cancer","RNF43","per_event_HM_vs_rest","HM_vs_rest","WT",1,Inf,0.170227911224981,Inf,93,14,20,1,1
"pan_cancer","RNF43","per_event_pairwise","HM_vs_Classic","CNA_driver",1,0,0,55.6666956597373,93,14,20,1,1
"pan_cancer","RNF43","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,93,14,20,NA,NA
"pan_cancer","RNF43","per_event_pairwise","HM_vs_Classic","M",0.0629132884825484,0,0,1.42773864537991,93,14,20,0.185466964694776,0.211745942396097
"pan_cancer","RNF43","per_event_pairwise","HM_vs_Classic","WT",0.0310527740269938,Inf,0.944832331761785,Inf,93,14,20,0.110279311003972,0.128079966314617
"pan_cancer","RNF43","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,93,14,20,NA,NA
"pan_cancer","RNF43","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,93,14,20,NA,NA
"pan_cancer","RNF43","per_event_pairwise","HM_vs_WGD","M",1,0,0,258.030953309923,93,14,20,1,1
"pan_cancer","RNF43","per_event_pairwise","HM_vs_WGD","WT",1,Inf,0.00387550403225805,Inf,93,14,20,1,1
"pan_cancer","RNF43","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.176991150442478,0,0,8.38710124369935,93,14,20,0.387610619469027,0.402630863031894
"pan_cancer","RNF43","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,93,14,20,NA,NA
"pan_cancer","RNF43","per_event_pairwise","WGD_vs_Classic","M",0.000586026485190242,0.0342812023715345,0.000688923637577293,0.335070228965035,93,14,20,0.00401061875802072,0.00604279769155184
"pan_cancer","RNF43","per_event_pairwise","WGD_vs_Classic","WT",9.53436445298995e-05,37.3184099672618,4.09105624740315,1810.66170024468,93,14,20,0.000907837310958609,0.00141108593904251
"pan_cancer","ROBO2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,82,14,10,NA,NA
