"gene","event","p_value","p_adj_local","odds_ratio","ci_low","ci_high","n_WGD","n_HM","n_Classic"
"BRCA1","CNA_driver",0.000154686830611276,0.0310920529528666,15.2345186723364,3.05318874180858,93.158758692946,46,12,9
"BRCA1","WT",0.000309619971259476,0.0311168071115774,0.077522589846724,0.0131895780021438,0.375547449850533,46,12,9
